date,station_name,river_basin,upstream_dam_outflow_cumec,discharge_cumec,water_level_m,warning_level_m,danger_level_m,highest_flood_level_m
2020-05-18,Mundali_Barrage_Cuttack,Mahanadi,578.82,1548.77,21.53,26.5,27.5,29.2
2020-05-19,Mundali_Barrage_Cuttack,Mahanadi,554.9,1982.14,21.62,26.5,27.5,29.2
2020-05-20,Mundali_Barrage_Cuttack,Mahanadi,470.93,1709.45,21.68,26.5,27.5,29.2
2020-05-21,Mundali_Barrage_Cuttack,Mahanadi,22784.06,41040.2,26.26,26.5,27.5,29.2
2020-05-22,Mundali_Barrage_Cuttack,Mahanadi,450.54,1414.77,24.5,26.5,27.5,29.2
2020-05-23,Mundali_Barrage_Cuttack,Mahanadi,729.43,2073.48,23.6,26.5,27.5,29.2
2020-05-24,Mundali_Barrage_Cuttack,Mahanadi,498.35,1471.99,22.91,26.5,27.5,29.2
2020-05-25,Mundali_Barrage_Cuttack,Mahanadi,678.85,2195.2,22.44,26.5,27.5,29.2
2020-05-26,Mundali_Barrage_Cuttack,Mahanadi,410.07,1474.77,22.12,26.5,27.5,29.2
2020-05-27,Mundali_Barrage_Cuttack,Mahanadi,588.49,1350.08,21.98,26.5,27.5,29.2
2020-05-28,Mundali_Barrage_Cuttack,Mahanadi,512.76,1490.06,21.79,26.5,27.5,29.2
2020-05-29,Mundali_Barrage_Cuttack,Mahanadi,581.91,1295.38,21.63,26.5,27.5,29.2
2020-05-30,Mundali_Barrage_Cuttack,Mahanadi,428.17,1184.63,21.59,26.5,27.5,29.2
2020-05-31,Mundali_Barrage_Cuttack,Mahanadi,581.91,1730.49,21.64,26.5,27.5,29.2
2020-06-01,Mundali_Barrage_Cuttack,Mahanadi,888.08,3230.25,21.82,26.5,27.5,29.2
2020-06-02,Mundali_Barrage_Cuttack,Mahanadi,591.84,2245.69,21.83,26.5,27.5,29.2
2020-06-03,Mundali_Barrage_Cuttack,Mahanadi,1000.9,3178.97,21.97,26.5,27.5,29.2
2020-06-04,Mundali_Barrage_Cuttack,Mahanadi,737.88,2116.97,21.89,26.5,27.5,29.2
2020-06-05,Mundali_Barrage_Cuttack,Mahanadi,2226.86,8227.4,22.64,26.5,27.5,29.2
2020-06-06,Mundali_Barrage_Cuttack,Mahanadi,1118.1,3696.89,22.54,26.5,27.5,29.2
2020-06-07,Mundali_Barrage_Cuttack,Mahanadi,1682.9,6100.66,22.81,26.5,27.5,29.2
2020-06-08,Mundali_Barrage_Cuttack,Mahanadi,1319.73,4530.73,22.8,26.5,27.5,29.2
2020-06-09,Mundali_Barrage_Cuttack,Mahanadi,1455.28,5240.16,22.84,26.5,27.5,29.2
2020-06-10,Mundali_Barrage_Cuttack,Mahanadi,627.77,1572.84,22.42,26.5,27.5,29.2
2020-06-11,Mundali_Barrage_Cuttack,Mahanadi,9593.43,22257.45,24.65,26.5,27.5,29.2
2020-06-12,Mundali_Barrage_Cuttack,Mahanadi,794.8,2380.66,23.71,26.5,27.5,29.2
2020-06-13,Mundali_Barrage_Cuttack,Mahanadi,519.27,1347.74,23.0,26.5,27.5,29.2
2020-06-14,Mundali_Barrage_Cuttack,Mahanadi,769.62,2759.47,22.68,26.5,27.5,29.2
2020-06-15,Mundali_Barrage_Cuttack,Mahanadi,7553.61,17026.47,24.18,26.5,27.5,29.2
2020-06-16,Mundali_Barrage_Cuttack,Mahanadi,1543.08,5670.14,23.81,26.5,27.5,29.2
2020-06-17,Mundali_Barrage_Cuttack,Mahanadi,836.05,2967.74,23.28,26.5,27.5,29.2
2020-06-18,Mundali_Barrage_Cuttack,Mahanadi,26945.84,48654.32,28.18,26.5,27.5,29.2
2020-06-19,Mundali_Barrage_Cuttack,Mahanadi,1375.96,4945.11,26.32,26.5,27.5,29.2
2020-06-20,Mundali_Barrage_Cuttack,Mahanadi,1104.99,4151.23,24.94,26.5,27.5,29.2
2020-06-21,Mundali_Barrage_Cuttack,Mahanadi,1548.55,5565.98,24.29,26.5,27.5,29.2
2020-06-22,Mundali_Barrage_Cuttack,Mahanadi,1447.43,5407.74,23.76,26.5,27.5,29.2
2020-06-23,Mundali_Barrage_Cuttack,Mahanadi,457.21,1242.11,22.97,26.5,27.5,29.2
2020-06-24,Mundali_Barrage_Cuttack,Mahanadi,27270.23,55081.76,28.9,26.5,27.5,29.2
2020-06-25,Mundali_Barrage_Cuttack,Mahanadi,822.06,2406.28,26.42,26.5,27.5,29.2
2020-06-26,Mundali_Barrage_Cuttack,Mahanadi,6922.27,14990.23,26.31,26.5,27.5,29.2
2020-06-27,Mundali_Barrage_Cuttack,Mahanadi,745.96,2115.28,24.64,26.5,27.5,29.2
2020-06-28,Mundali_Barrage_Cuttack,Mahanadi,1393.15,5134.37,24.07,26.5,27.5,29.2
2020-06-29,Mundali_Barrage_Cuttack,Mahanadi,8535.44,19498.27,25.49,26.5,27.5,29.2
2020-06-30,Mundali_Barrage_Cuttack,Mahanadi,25671.96,47712.22,29.56,26.5,27.5,29.2
2020-07-01,Mundali_Barrage_Cuttack,Mahanadi,885.32,3320.27,26.9,26.5,27.5,29.2
2020-07-02,Mundali_Barrage_Cuttack,Mahanadi,720.91,2106.75,25.0,26.5,27.5,29.2
2020-07-03,Mundali_Barrage_Cuttack,Mahanadi,903.54,2951.47,24.01,26.5,27.5,29.2
2020-07-04,Mundali_Barrage_Cuttack,Mahanadi,2245.1,8293.25,24.05,26.5,27.5,29.2
2020-07-05,Mundali_Barrage_Cuttack,Mahanadi,5476.26,13312.99,24.64,26.5,27.5,29.2
2020-07-06,Mundali_Barrage_Cuttack,Mahanadi,507.89,1846.74,23.61,26.5,27.5,29.2
2020-07-07,Mundali_Barrage_Cuttack,Mahanadi,1421.02,4910.08,23.32,26.5,27.5,29.2
2020-07-08,Mundali_Barrage_Cuttack,Mahanadi,1198.83,4394.06,22.95,26.5,27.5,29.2
2020-07-09,Mundali_Barrage_Cuttack,Mahanadi,595.8,2016.29,22.54,26.5,27.5,29.2
2020-07-10,Mundali_Barrage_Cuttack,Mahanadi,874.9,2687.18,22.35,26.5,27.5,29.2
2020-07-11,Mundali_Barrage_Cuttack,Mahanadi,769.21,2621.96,22.21,26.5,27.5,29.2
2020-07-12,Mundali_Barrage_Cuttack,Mahanadi,865.11,3125.15,22.2,26.5,27.5,29.2
2020-07-13,Mundali_Barrage_Cuttack,Mahanadi,22713.29,43784.97,26.99,26.5,27.5,29.2
2020-07-14,Mundali_Barrage_Cuttack,Mahanadi,962.14,3453.72,25.3,26.5,27.5,29.2
2020-07-15,Mundali_Barrage_Cuttack,Mahanadi,1077.03,3799.4,24.26,26.5,27.5,29.2
2020-07-16,Mundali_Barrage_Cuttack,Mahanadi,593.0,1670.79,23.22,26.5,27.5,29.2
2020-07-17,Mundali_Barrage_Cuttack,Mahanadi,29142.96,57716.8,29.32,26.5,27.5,29.2
2020-07-18,Mundali_Barrage_Cuttack,Mahanadi,528.06,1712.08,26.59,26.5,27.5,29.2
2020-07-19,Mundali_Barrage_Cuttack,Mahanadi,625.64,2055.41,24.87,26.5,27.5,29.2
2020-07-20,Mundali_Barrage_Cuttack,Mahanadi,858.95,3198.04,24.03,26.5,27.5,29.2
2020-07-21,Mundali_Barrage_Cuttack,Mahanadi,1598.85,5758.31,23.73,26.5,27.5,29.2
2020-07-22,Mundali_Barrage_Cuttack,Mahanadi,1358.85,4925.8,23.48,26.5,27.5,29.2
2020-07-23,Mundali_Barrage_Cuttack,Mahanadi,1684.82,6282.25,23.37,26.5,27.5,29.2
2020-07-24,Mundali_Barrage_Cuttack,Mahanadi,966.17,3188.78,22.87,26.5,27.5,29.2
2020-07-25,Mundali_Barrage_Cuttack,Mahanadi,1221.9,4389.59,22.76,26.5,27.5,29.2
2020-07-26,Mundali_Barrage_Cuttack,Mahanadi,860.6,3138.6,22.56,26.5,27.5,29.2
2020-07-27,Mundali_Barrage_Cuttack,Mahanadi,982.75,2985.37,22.27,26.5,27.5,29.2
2020-07-28,Mundali_Barrage_Cuttack,Mahanadi,1332.47,4511.91,22.41,26.5,27.5,29.2
2020-07-29,Mundali_Barrage_Cuttack,Mahanadi,27759.49,49952.6,27.72,26.5,27.5,29.2
2020-07-30,Mundali_Barrage_Cuttack,Mahanadi,1877.83,6854.52,26.33,26.5,27.5,29.2
2020-07-31,Mundali_Barrage_Cuttack,Mahanadi,1248.79,4486.25,25.05,26.5,27.5,29.2
2020-08-01,Mundali_Barrage_Cuttack,Mahanadi,7654.73,16930.87,25.75,26.5,27.5,29.2
2020-08-02,Mundali_Barrage_Cuttack,Mahanadi,1067.92,3865.96,24.67,26.5,27.5,29.2
2020-08-03,Mundali_Barrage_Cuttack,Mahanadi,1008.26,3466.42,23.73,26.5,27.5,29.2
2020-08-04,Mundali_Barrage_Cuttack,Mahanadi,726.99,2140.78,23.07,26.5,27.5,29.2
2020-08-05,Mundali_Barrage_Cuttack,Mahanadi,620.19,1719.0,22.58,26.5,27.5,29.2
2020-08-06,Mundali_Barrage_Cuttack,Mahanadi,471.82,1635.43,22.25,26.5,27.5,29.2
2020-08-07,Mundali_Barrage_Cuttack,Mahanadi,1239.22,4132.69,22.42,26.5,27.5,29.2
2020-08-08,Mundali_Barrage_Cuttack,Mahanadi,19240.5,38842.31,26.64,26.5,27.5,29.2
2020-08-09,Mundali_Barrage_Cuttack,Mahanadi,817.06,2513.75,24.97,26.5,27.5,29.2
2020-08-10,Mundali_Barrage_Cuttack,Mahanadi,884.93,2927.3,23.91,26.5,27.5,29.2
2020-08-11,Mundali_Barrage_Cuttack,Mahanadi,1367.31,5244.68,23.6,26.5,27.5,29.2
2020-08-12,Mundali_Barrage_Cuttack,Mahanadi,1319.76,4794.99,23.31,26.5,27.5,29.2
2020-08-13,Mundali_Barrage_Cuttack,Mahanadi,6431.39,14383.92,24.3,26.5,27.5,29.2
2020-08-14,Mundali_Barrage_Cuttack,Mahanadi,467.99,1360.98,23.29,26.5,27.5,29.2
2020-08-15,Mundali_Barrage_Cuttack,Mahanadi,848.59,2602.2,22.74,26.5,27.5,29.2
2020-08-16,Mundali_Barrage_Cuttack,Mahanadi,1477.39,5166.76,22.72,26.5,27.5,29.2
2020-08-17,Mundali_Barrage_Cuttack,Mahanadi,1925.12,6814.89,22.9,26.5,27.5,29.2
2020-08-18,Mundali_Barrage_Cuttack,Mahanadi,627.03,2116.67,22.45,26.5,27.5,29.2
2020-08-19,Mundali_Barrage_Cuttack,Mahanadi,454.06,1217.38,22.02,26.5,27.5,29.2
2020-08-20,Mundali_Barrage_Cuttack,Mahanadi,1198.22,4142.64,22.21,26.5,27.5,29.2
2020-08-21,Mundali_Barrage_Cuttack,Mahanadi,2083.58,7418.31,22.69,26.5,27.5,29.2
2020-08-22,Mundali_Barrage_Cuttack,Mahanadi,563.47,1777.48,22.25,26.5,27.5,29.2
2020-08-23,Mundali_Barrage_Cuttack,Mahanadi,6473.22,15692.62,23.74,26.5,27.5,29.2
2020-08-24,Mundali_Barrage_Cuttack,Mahanadi,10155.29,22147.68,25.6,26.5,27.5,29.2
2020-08-25,Mundali_Barrage_Cuttack,Mahanadi,1039.41,3912.96,24.38,26.5,27.5,29.2
2020-08-26,Mundali_Barrage_Cuttack,Mahanadi,930.95,3187.84,23.58,26.5,27.5,29.2
2020-08-27,Mundali_Barrage_Cuttack,Mahanadi,824.95,2843.09,22.96,26.5,27.5,29.2
2020-08-28,Mundali_Barrage_Cuttack,Mahanadi,9989.71,19291.46,24.72,26.5,27.5,29.2
2020-08-29,Mundali_Barrage_Cuttack,Mahanadi,21764.87,43746.84,28.67,26.5,27.5,29.2
2020-08-30,Mundali_Barrage_Cuttack,Mahanadi,961.67,3424.98,26.49,26.5,27.5,29.2
2020-08-31,Mundali_Barrage_Cuttack,Mahanadi,1888.39,7166.32,25.46,26.5,27.5,29.2
2020-09-01,Mundali_Barrage_Cuttack,Mahanadi,976.1,3329.6,24.37,26.5,27.5,29.2
2020-09-02,Mundali_Barrage_Cuttack,Mahanadi,24366.37,43666.32,28.41,26.5,27.5,29.2
2020-09-03,Mundali_Barrage_Cuttack,Mahanadi,10757.0,23218.84,28.63,26.5,27.5,29.2
2020-09-04,Mundali_Barrage_Cuttack,Mahanadi,8262.43,16856.95,28.09,26.5,27.5,29.2
2020-09-05,Mundali_Barrage_Cuttack,Mahanadi,895.67,2755.13,25.9,26.5,27.5,29.2
2020-09-06,Mundali_Barrage_Cuttack,Mahanadi,479.78,1531.76,24.3,26.5,27.5,29.2
2020-09-07,Mundali_Barrage_Cuttack,Mahanadi,586.51,2155.49,23.32,26.5,27.5,29.2
2020-09-08,Mundali_Barrage_Cuttack,Mahanadi,793.25,2664.9,22.88,26.5,27.5,29.2
2020-09-09,Mundali_Barrage_Cuttack,Mahanadi,712.05,2674.89,22.59,26.5,27.5,29.2
2020-09-10,Mundali_Barrage_Cuttack,Mahanadi,578.74,2116.94,22.29,26.5,27.5,29.2
2020-09-11,Mundali_Barrage_Cuttack,Mahanadi,765.2,2080.97,22.02,26.5,27.5,29.2
2020-09-12,Mundali_Barrage_Cuttack,Mahanadi,788.75,2806.87,22.03,26.5,27.5,29.2
2020-09-13,Mundali_Barrage_Cuttack,Mahanadi,481.13,1873.6,21.88,26.5,27.5,29.2
2020-09-14,Mundali_Barrage_Cuttack,Mahanadi,1923.09,7225.01,22.53,26.5,27.5,29.2
2020-09-15,Mundali_Barrage_Cuttack,Mahanadi,1246.47,4441.58,22.57,26.5,27.5,29.2
2020-09-16,Mundali_Barrage_Cuttack,Mahanadi,21558.47,45656.06,27.57,26.5,27.5,29.2
2020-09-17,Mundali_Barrage_Cuttack,Mahanadi,578.93,1973.25,25.45,26.5,27.5,29.2
2020-09-18,Mundali_Barrage_Cuttack,Mahanadi,489.46,1714.39,24.02,26.5,27.5,29.2
2020-09-19,Mundali_Barrage_Cuttack,Mahanadi,676.47,2000.94,23.27,26.5,27.5,29.2
2020-09-20,Mundali_Barrage_Cuttack,Mahanadi,1186.81,4070.52,22.98,26.5,27.5,29.2
2020-09-21,Mundali_Barrage_Cuttack,Mahanadi,1568.03,6163.54,23.13,26.5,27.5,29.2
2020-09-22,Mundali_Barrage_Cuttack,Mahanadi,1062.63,3432.44,22.73,26.5,27.5,29.2
2020-09-23,Mundali_Barrage_Cuttack,Mahanadi,1176.04,3978.63,22.64,26.5,27.5,29.2
2020-09-24,Mundali_Barrage_Cuttack,Mahanadi,1736.42,6318.01,22.93,26.5,27.5,29.2
2020-09-25,Mundali_Barrage_Cuttack,Mahanadi,480.49,1491.66,22.41,26.5,27.5,29.2
2020-09-26,Mundali_Barrage_Cuttack,Mahanadi,763.49,2445.56,22.22,26.5,27.5,29.2
2020-09-27,Mundali_Barrage_Cuttack,Mahanadi,688.92,2234.66,22.1,26.5,27.5,29.2
2020-09-28,Mundali_Barrage_Cuttack,Mahanadi,758.99,2699.56,22.03,26.5,27.5,29.2
2020-09-29,Mundali_Barrage_Cuttack,Mahanadi,2048.13,7451.28,22.62,26.5,27.5,29.2
2020-09-30,Mundali_Barrage_Cuttack,Mahanadi,9079.62,20871.6,24.59,26.5,27.5,29.2
2020-10-01,Mundali_Barrage_Cuttack,Mahanadi,502.96,1611.81,23.48,26.5,27.5,29.2
2020-10-02,Mundali_Barrage_Cuttack,Mahanadi,529.68,1606.8,22.76,26.5,27.5,29.2
2020-10-03,Mundali_Barrage_Cuttack,Mahanadi,527.76,1629.38,22.32,26.5,27.5,29.2
2020-10-04,Mundali_Barrage_Cuttack,Mahanadi,589.42,1424.43,21.99,26.5,27.5,29.2
2020-10-05,Mundali_Barrage_Cuttack,Mahanadi,465.13,1496.16,21.79,26.5,27.5,29.2
2020-10-06,Mundali_Barrage_Cuttack,Mahanadi,574.27,1966.68,21.75,26.5,27.5,29.2
2020-10-07,Mundali_Barrage_Cuttack,Mahanadi,401.19,1231.6,21.64,26.5,27.5,29.2
2020-10-08,Mundali_Barrage_Cuttack,Mahanadi,580.41,1386.49,21.6,26.5,27.5,29.2
2020-10-09,Mundali_Barrage_Cuttack,Mahanadi,431.54,1479.83,21.56,26.5,27.5,29.2
2020-10-10,Mundali_Barrage_Cuttack,Mahanadi,603.97,1899.64,21.48,26.5,27.5,29.2
2020-10-11,Mundali_Barrage_Cuttack,Mahanadi,462.15,1211.02,21.54,26.5,27.5,29.2
2020-10-12,Mundali_Barrage_Cuttack,Mahanadi,523.63,1458.83,21.5,26.5,27.5,29.2
2020-10-13,Mundali_Barrage_Cuttack,Mahanadi,479.02,1450.53,21.51,26.5,27.5,29.2
2020-10-14,Mundali_Barrage_Cuttack,Mahanadi,416.79,1291.2,21.5,26.5,27.5,29.2
2020-10-15,Mundali_Barrage_Cuttack,Mahanadi,448.75,1480.82,21.39,26.5,27.5,29.2
2020-10-16,Mundali_Barrage_Cuttack,Mahanadi,558.74,1932.5,21.46,26.5,27.5,29.2
2020-10-17,Mundali_Barrage_Cuttack,Mahanadi,463.31,1314.41,21.47,26.5,27.5,29.2
2020-10-18,Mundali_Barrage_Cuttack,Mahanadi,642.62,2053.49,21.59,26.5,27.5,29.2
2020-10-19,Mundali_Barrage_Cuttack,Mahanadi,496.31,1356.8,21.54,26.5,27.5,29.2
2020-10-20,Mundali_Barrage_Cuttack,Mahanadi,570.31,1778.26,21.57,26.5,27.5,29.2
2020-10-21,Mundali_Barrage_Cuttack,Mahanadi,415.25,1275.01,21.63,26.5,27.5,29.2
2020-10-22,Mundali_Barrage_Cuttack,Mahanadi,548.28,1500.6,21.46,26.5,27.5,29.2
2020-10-23,Mundali_Barrage_Cuttack,Mahanadi,11226.81,23013.59,24.09,26.5,27.5,29.2
2020-10-24,Mundali_Barrage_Cuttack,Mahanadi,446.49,1302.75,23.06,26.5,27.5,29.2
2020-10-25,Mundali_Barrage_Cuttack,Mahanadi,462.83,1614.86,22.43,26.5,27.5,29.2
2020-10-26,Mundali_Barrage_Cuttack,Mahanadi,27933.33,49295.18,27.78,26.5,27.5,29.2
2020-10-27,Mundali_Barrage_Cuttack,Mahanadi,515.63,1613.5,25.59,26.5,27.5,29.2
2020-10-28,Mundali_Barrage_Cuttack,Mahanadi,583.4,2022.9,24.2,26.5,27.5,29.2
2020-10-29,Mundali_Barrage_Cuttack,Mahanadi,566.61,1730.38,23.42,26.5,27.5,29.2
2020-10-30,Mundali_Barrage_Cuttack,Mahanadi,581.02,1574.84,22.66,26.5,27.5,29.2
2020-10-31,Mundali_Barrage_Cuttack,Mahanadi,24538.46,44686.95,27.32,26.5,27.5,29.2
2020-11-01,Mundali_Barrage_Cuttack,Mahanadi,522.4,1461.05,25.19,26.5,27.5,29.2
2020-11-02,Mundali_Barrage_Cuttack,Mahanadi,685.48,1932.54,24.05,26.5,27.5,29.2
2020-11-03,Mundali_Barrage_Cuttack,Mahanadi,579.87,1710.49,23.34,26.5,27.5,29.2
2020-11-04,Mundali_Barrage_Cuttack,Mahanadi,412.45,1546.27,22.69,26.5,27.5,29.2
2020-11-05,Mundali_Barrage_Cuttack,Mahanadi,443.09,1135.3,22.23,26.5,27.5,29.2
2020-11-06,Mundali_Barrage_Cuttack,Mahanadi,551.94,1685.48,21.99,26.5,27.5,29.2
2020-11-07,Mundali_Barrage_Cuttack,Mahanadi,578.91,1749.11,21.87,26.5,27.5,29.2
2020-11-08,Mundali_Barrage_Cuttack,Mahanadi,509.84,1696.8,21.68,26.5,27.5,29.2
2020-11-09,Mundali_Barrage_Cuttack,Mahanadi,581.66,1296.62,21.54,26.5,27.5,29.2
2020-11-10,Mundali_Barrage_Cuttack,Mahanadi,477.69,1306.96,21.49,26.5,27.5,29.2
2020-11-11,Mundali_Barrage_Cuttack,Mahanadi,499.69,1843.39,21.5,26.5,27.5,29.2
2020-11-12,Mundali_Barrage_Cuttack,Mahanadi,472.56,1554.06,21.51,26.5,27.5,29.2
2020-11-13,Mundali_Barrage_Cuttack,Mahanadi,591.09,1488.91,21.49,26.5,27.5,29.2
2020-11-14,Mundali_Barrage_Cuttack,Mahanadi,593.85,1422.25,21.54,26.5,27.5,29.2
2020-11-15,Mundali_Barrage_Cuttack,Mahanadi,429.43,1325.57,21.48,26.5,27.5,29.2
2020-11-16,Mundali_Barrage_Cuttack,Mahanadi,409.11,1345.8,21.5,26.5,27.5,29.2
2020-11-17,Mundali_Barrage_Cuttack,Mahanadi,539.99,1573.92,21.52,26.5,27.5,29.2
2020-11-18,Mundali_Barrage_Cuttack,Mahanadi,576.52,1540.03,21.53,26.5,27.5,29.2
2020-11-19,Mundali_Barrage_Cuttack,Mahanadi,590.07,1518.98,21.51,26.5,27.5,29.2
2020-11-20,Mundali_Barrage_Cuttack,Mahanadi,536.36,1588.72,21.52,26.5,27.5,29.2
2020-11-21,Mundali_Barrage_Cuttack,Mahanadi,478.49,1403.24,21.49,26.5,27.5,29.2
2020-11-22,Mundali_Barrage_Cuttack,Mahanadi,466.42,1411.77,21.43,26.5,27.5,29.2
2020-11-23,Mundali_Barrage_Cuttack,Mahanadi,563.49,1552.83,21.37,26.5,27.5,29.2
2020-11-24,Mundali_Barrage_Cuttack,Mahanadi,440.8,1377.61,21.33,26.5,27.5,29.2
2020-11-25,Mundali_Barrage_Cuttack,Mahanadi,645.63,2187.74,21.48,26.5,27.5,29.2
2020-11-26,Mundali_Barrage_Cuttack,Mahanadi,421.34,1677.37,21.55,26.5,27.5,29.2
2020-11-27,Mundali_Barrage_Cuttack,Mahanadi,405.8,1505.18,21.53,26.5,27.5,29.2
2020-11-28,Mundali_Barrage_Cuttack,Mahanadi,544.46,1545.98,21.46,26.5,27.5,29.2
2020-11-29,Mundali_Barrage_Cuttack,Mahanadi,26341.58,51306.19,27.49,26.5,27.5,29.2
2020-11-30,Mundali_Barrage_Cuttack,Mahanadi,526.69,1636.58,25.43,26.5,27.5,29.2
2020-12-01,Mundali_Barrage_Cuttack,Mahanadi,532.5,1330.0,23.94,26.5,27.5,29.2
2020-12-02,Mundali_Barrage_Cuttack,Mahanadi,579.41,1557.7,23.08,26.5,27.5,29.2
2020-12-03,Mundali_Barrage_Cuttack,Mahanadi,598.78,1496.83,22.55,26.5,27.5,29.2
2020-12-04,Mundali_Barrage_Cuttack,Mahanadi,489.21,1268.49,22.1,26.5,27.5,29.2
2020-12-05,Mundali_Barrage_Cuttack,Mahanadi,598.48,2101.44,21.88,26.5,27.5,29.2
2020-12-06,Mundali_Barrage_Cuttack,Mahanadi,562.63,1385.77,21.68,26.5,27.5,29.2
2020-12-07,Mundali_Barrage_Cuttack,Mahanadi,576.28,1765.94,21.65,26.5,27.5,29.2
2020-12-08,Mundali_Barrage_Cuttack,Mahanadi,411.59,1367.95,21.63,26.5,27.5,29.2
2020-12-09,Mundali_Barrage_Cuttack,Mahanadi,524.26,1460.35,21.52,26.5,27.5,29.2
2020-12-10,Mundali_Barrage_Cuttack,Mahanadi,445.46,1383.31,21.4,26.5,27.5,29.2
2020-12-11,Mundali_Barrage_Cuttack,Mahanadi,562.49,1616.03,21.51,26.5,27.5,29.2
2020-12-12,Mundali_Barrage_Cuttack,Mahanadi,597.28,1877.38,21.54,26.5,27.5,29.2
2020-12-13,Mundali_Barrage_Cuttack,Mahanadi,512.04,1341.39,21.45,26.5,27.5,29.2
2020-12-14,Mundali_Barrage_Cuttack,Mahanadi,555.87,1576.22,21.47,26.5,27.5,29.2
2020-12-15,Mundali_Barrage_Cuttack,Mahanadi,566.01,1686.31,21.55,26.5,27.5,29.2
2020-12-16,Mundali_Barrage_Cuttack,Mahanadi,413.76,1423.94,21.5,26.5,27.5,29.2
2020-12-17,Mundali_Barrage_Cuttack,Mahanadi,572.52,1427.15,21.45,26.5,27.5,29.2
2020-12-18,Mundali_Barrage_Cuttack,Mahanadi,489.82,1642.72,21.41,26.5,27.5,29.2
2020-12-19,Mundali_Barrage_Cuttack,Mahanadi,593.29,1487.22,21.42,26.5,27.5,29.2
2020-12-20,Mundali_Barrage_Cuttack,Mahanadi,587.62,1653.79,21.46,26.5,27.5,29.2
2020-12-21,Mundali_Barrage_Cuttack,Mahanadi,439.93,1369.67,21.41,26.5,27.5,29.2
2020-12-22,Mundali_Barrage_Cuttack,Mahanadi,494.02,1497.08,21.42,26.5,27.5,29.2
2020-12-23,Mundali_Barrage_Cuttack,Mahanadi,564.52,1388.0,21.45,26.5,27.5,29.2
2020-12-24,Mundali_Barrage_Cuttack,Mahanadi,546.86,1430.15,21.53,26.5,27.5,29.2
2020-12-25,Mundali_Barrage_Cuttack,Mahanadi,710.66,1980.76,21.53,26.5,27.5,29.2
2020-12-26,Mundali_Barrage_Cuttack,Mahanadi,515.84,1822.28,21.61,26.5,27.5,29.2
2020-12-27,Mundali_Barrage_Cuttack,Mahanadi,528.09,1633.91,21.51,26.5,27.5,29.2
2020-12-28,Mundali_Barrage_Cuttack,Mahanadi,449.44,1469.41,21.47,26.5,27.5,29.2
2020-12-29,Mundali_Barrage_Cuttack,Mahanadi,581.03,1711.14,21.38,26.5,27.5,29.2
2020-12-30,Mundali_Barrage_Cuttack,Mahanadi,437.28,1422.23,21.39,26.5,27.5,29.2
2020-12-31,Mundali_Barrage_Cuttack,Mahanadi,416.63,1374.24,21.4,26.5,27.5,29.2
2021-01-01,Mundali_Barrage_Cuttack,Mahanadi,675.74,1705.36,21.45,26.5,27.5,29.2
2021-01-02,Mundali_Barrage_Cuttack,Mahanadi,467.72,1687.85,21.5,26.5,27.5,29.2
2021-01-03,Mundali_Barrage_Cuttack,Mahanadi,561.79,1717.92,21.54,26.5,27.5,29.2
2021-01-04,Mundali_Barrage_Cuttack,Mahanadi,537.08,1261.3,21.49,26.5,27.5,29.2
2021-01-05,Mundali_Barrage_Cuttack,Mahanadi,548.78,1233.95,21.44,26.5,27.5,29.2
2021-01-06,Mundali_Barrage_Cuttack,Mahanadi,560.39,1584.43,21.46,26.5,27.5,29.2
2021-01-07,Mundali_Barrage_Cuttack,Mahanadi,433.09,1175.44,21.46,26.5,27.5,29.2
2021-01-08,Mundali_Barrage_Cuttack,Mahanadi,580.72,1597.3,21.43,26.5,27.5,29.2
2021-01-09,Mundali_Barrage_Cuttack,Mahanadi,593.62,1728.46,21.46,26.5,27.5,29.2
2021-01-10,Mundali_Barrage_Cuttack,Mahanadi,570.15,1383.46,21.4,26.5,27.5,29.2
2021-01-11,Mundali_Barrage_Cuttack,Mahanadi,577.99,1932.71,21.38,26.5,27.5,29.2
2021-01-12,Mundali_Barrage_Cuttack,Mahanadi,418.58,1118.4,21.32,26.5,27.5,29.2
2021-01-13,Mundali_Barrage_Cuttack,Mahanadi,538.71,1774.71,21.45,26.5,27.5,29.2
2021-01-14,Mundali_Barrage_Cuttack,Mahanadi,431.85,1458.51,21.5,26.5,27.5,29.2
2021-01-15,Mundali_Barrage_Cuttack,Mahanadi,577.81,1693.96,21.5,26.5,27.5,29.2
2021-01-16,Mundali_Barrage_Cuttack,Mahanadi,606.75,1372.61,21.42,26.5,27.5,29.2
2021-01-17,Mundali_Barrage_Cuttack,Mahanadi,586.56,1617.71,21.45,26.5,27.5,29.2
2021-01-18,Mundali_Barrage_Cuttack,Mahanadi,559.39,1390.45,21.46,26.5,27.5,29.2
2021-01-19,Mundali_Barrage_Cuttack,Mahanadi,699.2,2392.42,21.55,26.5,27.5,29.2
2021-01-20,Mundali_Barrage_Cuttack,Mahanadi,546.8,1361.28,21.45,26.5,27.5,29.2
2021-01-21,Mundali_Barrage_Cuttack,Mahanadi,493.78,1569.02,21.43,26.5,27.5,29.2
2021-01-22,Mundali_Barrage_Cuttack,Mahanadi,560.53,1338.7,21.49,26.5,27.5,29.2
2021-01-23,Mundali_Barrage_Cuttack,Mahanadi,503.26,1159.69,21.4,26.5,27.5,29.2
2021-01-24,Mundali_Barrage_Cuttack,Mahanadi,569.63,1731.45,21.44,26.5,27.5,29.2
