date,rainfall_imd_mm,temp_max_c,temp_min_c,pressure_hpa,wind_speed_kmh,relative_humidity_pct
2021-05-27,0.0,35.25,28.91,1006.61,13.29,53.36
2021-05-28,0.0,36.49,27.93,1009.21,10.27,49.37
2021-05-29,0.03,35.05,28.27,1010.16,15.3,58.71
2021-05-30,0.0,36.56,29.38,1007.16,15.98,49.63
2021-05-31,0.0,35.47,23.96,1006.67,18.05,47.44
2021-06-01,4.86,32.83,23.24,992.44,18.49,76.08
2021-06-02,9.01,34.31,22.86,995.75,10.57,86.26
2021-06-03,13.97,36.71,27.69,995.3,18.12,82.58
2021-06-04,11.64,33.05,25.91,994.88,14.62,89.87
2021-06-05,40.82,35.03,23.37,990.59,21.26,92.26
2021-06-06,19.97,35.53,24.16,991.19,16.68,79.12
2021-06-07,7.31,36.17,28.59,995.04,17.08,85.99
2021-06-08,18.48,34.64,27.6,993.46,20.89,86.43
2021-06-09,26.75,36.75,27.06,992.28,20.38,87.61
2021-06-10,29.33,33.37,26.81,995.87,18.22,89.78
2021-06-11,82.58,38.45,29.46,989.92,37.52,100.0
2021-06-12,56.52,36.52,25.95,991.73,27.01,96.45
2021-06-13,242.86,31.2,25.15,979.49,73.27,100.0
2021-06-14,21.79,36.68,27.49,994.75,21.03,87.95
2021-06-15,28.77,39.41,30.59,992.46,22.49,84.25
2021-06-16,1.75,32.29,21.8,998.29,15.97,85.62
2021-06-17,1.11,38.24,27.23,996.03,12.83,86.54
2021-06-18,15.71,36.39,24.82,994.84,23.33,91.01
2021-06-19,67.92,36.09,28.97,992.09,32.49,100.0
2021-06-20,12.09,35.52,28.02,994.28,15.16,89.94
2021-06-21,5.95,36.33,29.86,996.46,19.36,80.04
2021-06-22,22.4,36.87,30.62,998.41,19.51,89.31
2021-06-23,4.62,38.57,29.05,993.28,18.83,82.4
2021-06-24,8.62,41.43,30.72,996.19,21.08,78.68
2021-06-25,4.57,40.34,34.22,994.62,14.95,76.12
2021-06-26,58.96,37.47,28.53,993.62,29.37,98.37
2021-06-27,7.94,41.65,30.98,995.87,16.8,79.39
2021-06-28,0.98,37.01,28.82,995.38,20.17,76.87
2021-06-29,2.17,38.38,28.55,993.96,19.47,84.61
2021-06-30,11.45,36.58,26.69,991.2,12.3,90.18
2021-07-01,211.0,36.45,28.31,983.91,70.23,100.0
2021-07-02,1.25,35.16,28.75,996.96,13.67,87.23
2021-07-03,35.68,35.59,26.48,993.29,23.47,90.63
2021-07-04,23.75,38.4,27.13,993.0,18.41,76.36
2021-07-05,2.05,39.08,31.39,995.65,20.49,80.34
2021-07-06,4.95,39.61,29.85,996.3,12.81,85.32
2021-07-07,81.61,36.99,25.39,992.4,37.26,100.0
2021-07-08,6.92,41.23,34.6,996.46,18.09,81.28
2021-07-09,20.45,40.16,29.79,992.16,24.43,82.03
2021-07-10,33.65,35.37,27.91,993.54,25.44,91.87
2021-07-11,13.31,38.7,26.75,993.82,15.21,89.29
2021-07-12,19.49,41.67,31.04,994.16,13.68,94.52
2021-07-13,19.52,37.7,28.67,999.07,20.23,85.52
2021-07-14,21.85,38.77,31.96,995.45,16.44,88.79
2021-07-15,76.1,38.02,29.72,989.19,32.39,100.0
2021-07-16,5.24,36.87,27.2,995.73,20.44,86.19
2021-07-17,77.72,38.52,27.15,990.22,32.94,100.0
2021-07-18,167.94,38.71,29.04,982.8,57.11,100.0
2021-07-19,15.94,35.88,29.59,995.44,20.55,88.77
2021-07-20,4.98,40.47,32.54,995.31,13.36,83.86
2021-07-21,1.26,36.4,29.26,995.37,12.97,76.3
2021-07-22,18.57,40.0,30.15,994.81,18.48,85.66
2021-07-23,58.23,40.23,30.6,992.01,26.67,99.96
2021-07-24,4.24,39.93,30.66,993.55,15.41,82.99
2021-07-25,51.75,37.48,25.61,992.86,26.8,91.36
2021-07-26,12.68,39.66,32.01,993.68,20.07,82.42
2021-07-27,0.89,36.32,28.14,996.33,14.54,80.67
2021-07-28,16.37,40.61,31.72,992.58,16.92,87.83
2021-07-29,6.03,38.71,29.27,996.54,16.86,82.03
2021-07-30,79.81,37.89,31.59,990.18,36.5,99.57
2021-07-31,21.36,43.63,34.69,993.44,14.1,88.88
2021-08-01,16.99,41.1,33.13,995.19,18.23,84.13
2021-08-02,22.02,41.34,32.61,995.72,23.04,89.29
2021-08-03,18.32,46.06,38.93,994.55,19.46,90.86
2021-08-04,188.71,35.86,26.32,985.7,60.75,100.0
2021-08-05,5.38,44.47,36.51,996.57,13.55,75.24
2021-08-06,220.92,37.34,30.97,983.18,65.92,100.0
2021-08-07,1.9,37.13,28.95,998.05,16.46,77.04
2021-08-08,98.81,38.09,29.41,992.87,40.87,100.0
2021-08-09,18.59,39.23,32.72,994.04,15.98,90.72
2021-08-10,32.8,39.34,31.14,990.34,21.3,88.68
2021-08-11,30.52,40.54,33.38,991.48,21.15,92.24
2021-08-12,7.23,41.95,35.49,994.22,16.89,79.62
2021-08-13,11.62,38.1,28.2,995.87,17.19,80.41
2021-08-14,16.09,43.37,31.37,995.45,13.59,95.19
2021-08-15,7.14,36.93,25.45,995.05,11.61,76.91
2021-08-16,13.55,43.91,35.9,997.55,17.5,91.52
2021-08-17,14.22,41.28,33.23,996.74,17.0,80.78
2021-08-18,19.2,40.08,28.31,997.51,22.57,89.79
2021-08-19,3.24,43.3,32.14,993.0,13.62,85.4
2021-08-20,30.94,42.09,30.41,992.55,16.48,86.98
2021-08-21,26.13,44.18,36.47,995.04,22.77,86.45
2021-08-22,1.62,47.66,37.29,996.32,18.09,74.58
2021-08-23,24.65,39.29,32.78,995.68,19.29,87.38
2021-08-24,19.42,43.92,35.82,995.85,13.85,80.35
2021-08-25,164.6,43.44,33.21,985.33,54.78,100.0
2021-08-26,30.37,40.46,33.33,997.34,31.31,95.59
2021-08-27,46.59,40.59,30.27,993.69,28.57,95.98
2021-08-28,263.77,41.96,32.71,979.61,81.28,100.0
2021-08-29,0.23,45.53,34.03,996.92,17.1,88.13
2021-08-30,102.06,46.25,37.75,990.47,40.01,100.0
2021-08-31,2.16,43.31,31.94,997.0,11.54,85.24
2021-09-01,24.31,44.66,37.54,992.72,15.58,95.01
2021-09-02,6.64,39.53,30.84,994.73,19.08,79.81
2021-09-03,99.35,42.84,35.9,991.68,39.25,100.0
2021-09-04,29.44,44.29,33.79,994.03,28.84,89.46
2021-09-05,11.03,41.88,33.92,995.51,15.1,86.08
2021-09-06,0.68,41.15,33.57,993.1,15.68,77.75
2021-09-07,20.24,44.31,37.88,992.24,20.82,91.71
2021-09-08,39.19,42.06,32.21,996.73,24.13,91.67
2021-09-09,42.13,39.96,30.11,992.18,26.78,96.59
2021-09-10,11.73,44.68,35.51,995.54,24.86,88.51
2021-09-11,38.74,42.81,33.12,994.76,20.96,93.43
2021-09-12,40.92,40.49,29.46,991.9,25.96,86.73
2021-09-13,76.97,46.18,38.12,990.23,35.46,100.0
2021-09-14,86.95,45.89,36.67,991.26,31.85,100.0
2021-09-15,229.72,43.35,34.02,982.16,72.63,100.0
2021-09-16,137.9,42.98,33.82,988.83,50.59,100.0
2021-09-17,6.55,43.22,36.24,994.51,12.95,89.28
2021-09-18,17.43,43.95,36.13,993.86,15.5,89.5
2021-09-19,32.62,39.83,29.34,993.36,23.81,90.07
2021-09-20,62.27,41.39,33.04,992.58,32.42,100.0
2021-09-21,27.44,41.28,30.97,993.97,26.47,90.41
2021-09-22,8.02,45.12,33.74,994.66,7.51,90.2
2021-09-23,0.88,38.68,27.13,995.73,14.41,80.4
2021-09-24,22.29,46.75,36.39,993.34,18.11,85.61
2021-09-25,97.02,44.42,36.88,990.85,33.81,100.0
2021-09-26,20.32,39.1,30.82,996.12,23.82,85.04
2021-09-27,16.82,42.67,33.3,995.65,14.18,85.07
2021-09-28,58.58,47.47,37.32,991.08,31.54,98.05
2021-09-29,23.52,42.88,31.95,993.47,23.25,90.99
2021-09-30,91.12,45.17,34.42,988.92,36.66,99.88
2021-10-01,0.0,41.98,34.8,1007.43,12.34,49.51
2021-10-02,4.57,43.18,33.91,1009.19,11.66,64.28
2021-10-03,0.14,47.32,35.99,1005.2,12.61,48.52
2021-10-04,0.0,43.02,32.21,1006.21,12.61,40.58
2021-10-05,0.0,39.59,28.28,1007.9,9.72,56.97
2021-10-06,0.0,43.56,35.19,1007.45,17.13,54.89
2021-10-07,0.0,44.55,37.83,1006.32,13.35,50.3
2021-10-08,0.0,41.75,30.82,1008.75,15.52,62.03
2021-10-09,0.0,43.0,33.49,1006.42,12.84,43.97
2021-10-10,0.0,40.93,31.18,1007.5,14.8,55.7
2021-10-11,0.0,43.22,36.88,1007.04,14.22,59.84
2021-10-12,0.0,42.18,35.41,1009.11,21.18,51.16
2021-10-13,133.98,42.73,31.36,999.28,43.87,95.48
2021-10-14,0.0,44.71,37.51,1009.53,16.0,49.89
2021-10-15,0.0,44.19,35.47,1009.0,15.52,57.18
2021-10-16,0.0,40.97,34.27,1006.3,11.39,51.6
2021-10-17,0.0,43.42,33.3,1007.17,8.16,59.89
2021-10-18,0.0,42.64,31.61,1008.04,20.22,51.07
2021-10-19,0.0,42.45,32.74,1010.32,16.87,54.47
2021-10-20,0.0,41.95,34.57,1009.96,17.59,53.28
2021-10-21,0.0,41.62,31.77,1009.68,12.67,53.56
2021-10-22,0.79,41.87,30.03,1009.35,11.42,54.67
2021-10-23,5.1,44.58,36.2,1008.63,11.77,52.93
2021-10-24,0.0,39.9,28.21,1009.1,13.96,53.29
2021-10-25,0.0,39.1,30.62,1010.85,16.7,60.62
2021-10-26,0.0,45.32,37.1,1010.68,8.06,54.26
2021-10-27,0.0,43.13,33.16,1006.98,13.48,60.49
2021-10-28,0.0,44.27,37.77,1008.11,13.23,48.31
2021-10-29,0.0,39.89,30.92,1008.66,16.53,58.77
2021-10-30,0.0,39.2,28.81,1007.0,12.0,52.38
2021-10-31,0.0,40.58,30.65,1008.44,12.9,57.52
2021-11-01,0.0,42.13,32.04,1008.46,13.54,51.8
2021-11-02,0.0,40.95,30.72,1007.45,10.15,62.38
2021-11-03,0.91,41.74,34.22,1008.77,18.13,55.96
2021-11-04,0.0,41.05,30.78,1008.76,9.75,46.66
2021-11-05,0.0,41.68,32.79,1006.48,9.56,48.3
2021-11-06,199.69,39.37,28.47,995.6,63.73,100.0
2021-11-07,0.0,40.06,29.68,1006.83,11.7,52.69
2021-11-08,0.0,37.45,26.21,1008.5,9.1,49.8
2021-11-09,0.0,44.18,36.45,1006.23,11.91,55.62
2021-11-10,0.0,41.51,31.53,1008.9,12.31,53.15
2021-11-11,138.87,41.14,30.57,999.15,48.83,95.09
2021-11-12,0.0,38.08,30.3,1008.92,15.84,56.93
2021-11-13,5.7,43.06,34.91,1004.62,16.14,51.73
2021-11-14,0.0,44.43,34.89,1007.66,14.32,50.47
2021-11-15,0.0,39.51,29.25,1008.57,8.77,50.39
2021-11-16,0.0,43.09,32.31,1008.26,17.2,53.71
2021-11-17,0.0,43.97,37.46,1008.74,15.7,51.52
2021-11-18,220.7,43.98,33.81,992.39,66.89,100.0
2021-11-19,184.23,44.69,35.63,997.16,54.49,100.0
2021-11-20,143.69,43.03,31.95,996.77,48.9,97.9
2021-11-21,171.66,42.34,32.63,998.39,56.25,100.0
2021-11-22,0.0,42.87,35.58,1006.48,12.45,49.88
2021-11-23,0.0,37.54,31.37,1007.73,9.34,62.83
2021-11-24,0.0,42.21,33.24,1008.64,15.19,51.26
2021-11-25,0.0,40.69,30.22,1009.67,17.65,57.4
2021-11-26,0.0,42.23,33.31,1007.91,18.43,54.03
2021-11-27,0.0,40.5,28.69,1006.02,16.19,57.96
2021-11-28,164.86,42.78,36.48,998.8,55.69,100.0
2021-11-29,0.0,41.12,34.81,1005.31,15.12,52.96
2021-11-30,0.0,42.64,32.06,1003.72,18.29,53.7
2021-12-01,0.0,36.4,25.94,1006.14,8.48,61.64
2021-12-02,0.64,36.86,27.77,1010.57,15.64,50.22
2021-12-03,0.0,40.2,28.35,1005.45,16.91,46.5
2021-12-04,2.33,42.08,31.85,1008.89,10.9,66.68
2021-12-05,0.0,40.16,28.57,1008.9,17.27,66.83
2021-12-06,0.0,40.21,31.93,1005.57,15.1,54.8
2021-12-07,0.0,37.83,31.54,1007.79,15.12,62.28
2021-12-08,0.0,40.39,32.87,1006.3,12.82,51.19
2021-12-09,10.65,38.33,31.13,1006.77,14.65,58.87
2021-12-10,0.0,38.97,29.13,1007.94,9.26,52.04
2021-12-11,0.0,37.73,30.65,1010.7,15.87,64.05
2021-12-12,0.0,40.12,30.08,1007.48,15.04,51.57
2021-12-13,0.0,36.99,25.25,1010.3,14.69,54.57
2021-12-14,0.0,41.11,29.14,1007.05,12.78,47.06
2021-12-15,0.0,37.92,29.26,1006.61,14.32,54.53
2021-12-16,0.0,39.76,29.84,1007.0,14.43,54.58
2021-12-17,0.0,41.07,34.52,1009.17,9.28,55.41
2021-12-18,4.16,38.92,27.29,1006.08,15.09,56.96
2021-12-19,0.95,35.51,27.83,1006.9,16.56,56.18
2021-12-20,0.0,39.98,29.71,1006.38,10.65,60.82
2021-12-21,0.0,41.24,32.52,1007.78,10.52,53.72
2021-12-22,0.0,37.94,29.28,1008.05,16.05,60.35
2021-12-23,0.0,41.56,32.31,1008.43,11.51,52.99
2021-12-24,0.0,40.7,31.18,1007.88,17.1,57.96
2021-12-25,0.0,39.18,28.36,1004.26,9.85,47.2
2021-12-26,6.15,38.94,30.46,1006.58,20.58,52.43
2021-12-27,2.25,39.57,32.55,1008.63,15.43,59.37
2021-12-28,0.0,44.13,32.61,1006.46,13.64,59.6
2021-12-29,0.0,35.04,27.31,1005.76,15.98,52.89
2021-12-30,2.83,37.11,30.74,1006.29,17.39,52.02
2021-12-31,0.0,37.61,28.78,1005.74,15.04,57.46
2022-01-01,0.0,39.73,33.67,1008.67,16.46,54.02
2022-01-02,0.0,41.25,33.16,1011.71,20.41,56.41
2022-01-03,0.0,39.18,32.25,1008.64,7.35,49.16
2022-01-04,0.0,39.11,27.85,1006.05,16.47,54.18
2022-01-05,0.0,37.07,25.37,1007.45,17.61,55.04
2022-01-06,2.32,38.85,31.15,1007.23,17.93,61.69
2022-01-07,0.0,37.22,29.49,1007.32,15.61,57.77
2022-01-08,0.0,40.39,29.43,1010.36,9.08,52.26
2022-01-09,0.0,32.53,23.89,1010.51,14.78,52.58
2022-01-10,0.0,36.39,29.03,1006.04,8.54,60.94
2022-01-11,0.0,34.21,27.28,1008.27,13.48,60.01
2022-01-12,0.0,36.97,27.64,1007.18,19.3,57.51
2022-01-13,0.73,36.88,29.59,1006.27,13.66,53.04
2022-01-14,3.09,34.5,28.45,1007.98,13.32,58.24
2022-01-15,0.0,38.58,30.69,1005.34,13.76,54.4
2022-01-16,1.4,34.14,28.07,1009.17,21.67,57.6
2022-01-17,0.0,34.97,25.53,1011.69,10.64,51.23
2022-01-18,0.0,39.86,30.84,1008.05,14.45,53.54
2022-01-19,0.0,38.34,29.78,1006.13,19.8,56.28
2022-01-20,0.0,32.34,21.82,1007.93,12.42,48.39
2022-01-21,0.0,34.9,27.61,1010.33,9.96,50.51
2022-01-22,3.4,35.55,27.23,1005.36,14.71,57.07
2022-01-23,0.24,39.46,30.94,1010.3,12.16,54.59
2022-01-24,0.0,33.61,26.99,1008.02,10.27,57.25
2022-01-25,0.0,35.09,27.13,1008.81,13.88,47.63
2022-01-26,2.78,37.73,30.74,1007.92,16.41,58.81
2022-01-27,1.27,34.7,27.12,1006.86,7.99,62.08
2022-01-28,0.0,37.15,29.12,1006.91,17.21,48.57
2022-01-29,0.0,34.62,24.22,1002.98,14.77,51.85
2022-01-30,0.0,34.54,26.12,1010.57,14.06,49.34
2022-01-31,1.62,33.89,25.01,1009.18,13.54,61.24
2022-02-01,0.0,34.52,23.45,1006.05,17.88,48.58
2022-02-02,0.0,31.72,22.26,1009.62,12.09,53.79
2022-02-03,0.0,34.5,24.6,1009.05,10.94,46.97
2022-02-04,0.0,33.17,22.85,1005.37,16.07,55.09
2022-02-05,1.75,36.64,30.34,1008.13,17.79,56.68
2022-02-06,0.0,35.49,25.54,1008.19,12.26,54.61
2022-02-07,0.0,34.0,23.86,1007.95,10.8,54.74
2022-02-08,0.0,35.13,25.39,1006.96,18.05,55.12
2022-02-09,0.0,33.39,23.99,1010.56,10.05,61.55
2022-02-10,0.0,35.54,29.51,1006.75,13.17,51.64
2022-02-11,0.0,35.51,26.86,1005.93,13.93,54.71
2022-02-12,0.0,36.85,26.67,1009.41,12.11,53.51
2022-02-13,0.0,34.01,27.17,1007.99,16.36,46.11
2022-02-14,7.18,35.93,25.25,1007.22,17.57,64.25
2022-02-15,0.0,37.13,27.81,1010.17,15.31,56.63
2022-02-16,0.0,34.31,25.23,1006.72,13.36,61.26
2022-02-17,0.0,33.21,23.52,1008.05,13.0,56.59
2022-02-18,0.0,31.95,25.21,1008.48,13.83,56.27
2022-02-19,0.0,35.21,25.55,1006.53,11.91,56.21
2022-02-20,0.0,31.01,22.24,1006.6,17.01,53.48
2022-02-21,0.0,35.63,24.94,1007.38,9.11,57.78
2022-02-22,0.0,34.07,26.03,1007.86,17.36,48.16
2022-02-23,0.0,36.09,28.51,1008.49,5.64,60.49
2022-02-24,2.03,35.91,25.49,1010.47,12.37,56.2
2022-02-25,2.27,33.12,24.55,1007.56,8.78,58.74
2022-02-26,0.0,31.1,20.57,1009.77,17.87,61.98
2022-02-27,0.0,34.91,24.01,1007.77,9.46,57.67
2022-02-28,0.0,33.13,25.36,1004.84,10.21,55.28
2022-03-01,0.0,33.81,23.46,1009.3,19.99,50.09
2022-03-02,0.0,35.01,26.02,1005.43,9.01,58.1
2022-03-03,0.0,33.18,26.56,1007.81,10.23,59.4
2022-03-04,0.0,29.71,20.6,1007.78,17.29,44.93
2022-03-05,14.51,29.8,19.54,1005.75,20.81,57.19
2022-03-06,0.0,32.37,21.29,1008.48,11.48,58.44
2022-03-07,0.95,32.51,24.13,1007.88,15.98,55.74
2022-03-08,0.0,33.82,27.57,1009.96,16.17,46.13
2022-03-09,0.0,32.61,25.29,1008.77,15.23,57.64
2022-03-10,0.0,26.92,19.4,1008.59,12.5,55.03
2022-03-11,5.44,32.39,23.29,1009.97,19.46,52.94
2022-03-12,0.0,34.88,27.65,1009.4,12.84,44.64
2022-03-13,0.0,31.72,24.89,1009.74,14.82,54.71
2022-03-14,0.0,30.87,24.44,1010.98,19.69,54.43
2022-03-15,0.0,32.44,25.92,1009.03,13.49,58.02
2022-03-16,0.0,31.92,21.62,1009.59,12.76,51.38
2022-03-17,4.17,34.63,22.97,1006.35,22.56,64.95
2022-03-18,0.0,32.58,22.97,1004.96,20.26,52.87
2022-03-19,0.0,34.03,25.54,1007.84,18.72,58.79
2022-03-20,0.0,34.74,25.61,1006.73,16.63,51.33
2022-03-21,0.0,30.55,21.67,1009.73,9.87,63.5
2022-03-22,8.15,36.56,28.09,1007.64,12.69,48.75
2022-03-23,0.0,37.12,28.13,1011.09,13.96,49.4
2022-03-24,0.34,33.37,23.41,1008.97,16.51,54.13
2022-03-25,0.0,31.78,20.02,1009.93,14.96,56.44
2022-03-26,0.79,31.04,19.9,1006.55,11.64,52.02
2022-03-27,0.0,33.6,27.57,1010.07,8.25,47.64
2022-03-28,2.82,35.13,24.76,1009.28,16.01,57.85
2022-03-29,3.36,33.18,23.75,1008.12,14.59,59.25
2022-03-30,0.0,34.51,28.06,1007.94,19.95,55.06
2022-03-31,0.0,34.67,23.02,1008.25,13.56,51.72
2022-04-01,1.0,34.75,23.67,1008.06,16.87,67.43
2022-04-02,0.0,34.81,26.51,1007.66,13.48,63.57
2022-04-03,6.58,36.38,28.17,1007.11,21.54,56.78
2022-04-04,0.0,35.19,24.96,1009.61,16.59,54.92
2022-04-05,0.0,30.23,22.39,1007.66,14.37,52.91
2022-04-06,0.0,35.07,27.11,1006.88,12.02,52.43
2022-04-07,0.0,32.76,23.71,1006.39,17.06,62.18
2022-04-08,0.0,32.95,25.27,1007.86,12.65,51.22
2022-04-09,0.0,37.22,28.93,1008.42,11.22,61.22
2022-04-10,0.0,32.21,25.73,1008.05,15.91,54.41
2022-04-11,0.0,34.47,23.55,1010.21,9.87,52.63
2022-04-12,0.0,36.65,27.26,1011.41,14.73,56.51
2022-04-13,0.0,32.56,23.59,1007.3,14.05,61.05
2022-04-14,0.0,32.3,21.9,1007.1,12.65,49.91
2022-04-15,0.0,35.79,27.58,1006.57,11.25,55.63
2022-04-16,0.0,36.06,25.71,1006.09,14.92,53.84
2022-04-17,0.0,30.63,18.97,1007.57,11.72,58.32
2022-04-18,0.0,34.4,23.8,1009.41,19.18,52.65
2022-04-19,0.0,34.36,22.5,1006.16,12.82,45.45
2022-04-20,0.0,35.67,25.1,1008.22,15.72,56.99
2022-04-21,0.0,34.98,27.77,1007.49,13.05,56.57
2022-04-22,0.0,33.74,22.76,1010.95,10.08,53.27
2022-04-23,0.0,39.9,29.07,1008.81,15.14,61.83
2022-04-24,0.0,35.01,26.55,1006.41,12.87,58.5
2022-04-25,0.89,29.66,20.45,1009.72,13.4,46.74
2022-04-26,0.0,35.01,26.74,1006.63,11.31,39.84
2022-04-27,2.9,34.51,26.7,1005.18,13.75,50.02
2022-04-28,0.0,30.71,21.66,1008.24,15.38,50.38
2022-04-29,0.0,33.4,26.97,1006.52,9.46,58.15
2022-04-30,0.0,35.21,25.92,1008.05,8.66,62.51
2022-05-01,0.0,35.19,26.6,1007.27,15.2,57.04
2022-05-02,0.0,31.64,23.86,1006.41,11.27,58.8
2022-05-03,204.44,32.49,23.64,993.71,62.21,100.0
2022-05-04,0.0,31.76,24.62,1008.54,12.74,58.11
2022-05-05,0.0,31.35,21.25,1009.91,18.1,54.72
2022-05-06,0.0,33.92,25.76,1009.34,19.76,53.23
2022-05-07,0.0,32.8,26.13,1007.53,16.48,47.44
2022-05-08,0.0,34.01,27.75,1004.58,10.82,52.5
2022-05-09,0.0,28.47,16.74,1007.73,14.26,47.53
2022-05-10,0.0,33.7,24.92,1008.98,14.62,51.12
2022-05-11,1.97,32.52,22.33,1007.97,10.96,57.93
2022-05-12,0.0,29.42,21.49,1009.01,15.83,55.77
2022-05-13,1.54,36.27,27.76,1007.3,20.47,51.0
2022-05-14,2.25,33.24,25.15,1006.25,8.41,53.76
2022-05-15,0.09,35.57,28.88,1007.94,18.19,61.6
2022-05-16,1.76,35.89,24.89,1010.41,15.06,53.19
2022-05-17,0.0,36.78,25.43,1005.71,17.94,54.92
2022-05-18,0.16,34.25,26.23,1007.2,16.96,59.41
2022-05-19,125.38,35.32,28.46,997.9,43.81,95.06
2022-05-20,0.0,34.76,28.0,1010.2,12.08,62.42
2022-05-21,0.0,30.42,22.97,1007.95,13.23,54.73
2022-05-22,0.11,37.17,26.29,1008.99,9.67,54.87
2022-05-23,0.0,35.6,28.97,1007.65,15.19,55.85
2022-05-24,1.46,34.57,24.13,1006.9,9.65,50.18
2022-05-25,0.0,34.73,27.78,1007.24,12.08,56.59
2022-05-26,0.0,34.97,28.84,1007.49,14.71,36.56
2022-05-27,1.18,37.33,28.14,1008.93,10.36,57.32
2022-05-28,0.72,35.42,26.04,1005.65,17.48,57.68
2022-05-29,0.0,37.42,31.13,1006.72,16.14,50.15
2022-05-30,0.0,33.6,26.64,1010.32,18.31,45.86
2022-05-31,1.77,35.62,29.48,1004.79,17.28,52.77
2022-06-01,22.6,33.5,25.2,993.06,13.49,82.88
2022-06-02,52.48,32.52,22.06,993.29,31.24,98.46
2022-06-03,42.49,37.43,29.35,994.41,18.47,91.34
2022-06-04,22.67,34.88,27.52,995.58,19.02,70.79
2022-06-05,6.78,36.86,26.24,994.38,21.09,82.45
2022-06-06,37.28,34.75,28.0,992.97,24.55,90.2
2022-06-07,17.76,37.19,27.07,997.12,15.05,91.76
2022-06-08,32.61,35.64,29.0,994.86,26.88,91.54
2022-06-09,7.02,36.78,25.23,993.58,17.49,77.96
2022-06-10,40.06,37.29,29.26,992.61,23.12,87.84
2022-06-11,44.21,36.6,28.21,993.37,20.41,100.0
2022-06-12,13.97,36.49,25.88,996.23,16.28,86.2
2022-06-13,8.16,41.86,30.3,996.29,12.87,93.44
2022-06-14,74.6,35.82,25.77,991.1,36.91,100.0
2022-06-15,37.59,36.64,29.96,994.22,21.8,96.8
2022-06-16,42.05,38.28,29.51,995.93,20.29,88.13
2022-06-17,28.33,34.71,25.75,995.21,20.72,97.79
2022-06-18,21.54,34.89,23.52,997.32,18.51,90.68
2022-06-19,36.63,39.01,32.32,992.27,26.48,91.51
2022-06-20,12.83,41.45,29.62,995.32,17.53,82.66
2022-06-21,55.66,37.33,29.34,991.47,28.5,97.74
2022-06-22,20.64,38.4,32.37,996.2,15.14,86.59
2022-06-23,67.67,37.56,29.98,989.19,32.27,95.68
2022-06-24,128.44,38.21,29.67,990.88,40.19,100.0
2022-06-25,248.04,37.68,30.57,981.34,79.16,100.0
2022-06-26,2.46,39.48,32.88,997.25,17.5,88.57
2022-06-27,123.23,35.58,26.23,988.05,44.23,100.0
2022-06-28,147.47,35.7,24.07,990.44,50.04,100.0
2022-06-29,0.84,39.1,29.47,995.36,16.15,93.81
2022-06-30,2.7,37.43,31.41,995.36,12.72,81.18
2022-07-01,17.92,38.68,27.05,995.74,14.69,92.22
2022-07-02,8.19,38.22,29.58,992.87,22.21,85.19
2022-07-03,13.71,37.21,26.76,993.65,19.72,91.98
2022-07-04,7.47,37.01,27.71,999.62,24.34,82.47
2022-07-05,217.64,38.12,31.01,981.91,72.27,100.0
2022-07-06,84.23,40.73,32.86,988.46,29.37,100.0
2022-07-07,202.1,34.6,25.78,983.05,63.96,100.0
2022-07-08,54.59,38.29,30.99,993.59,23.18,92.75
2022-07-09,5.43,40.87,34.68,995.57,19.12,87.06
2022-07-10,39.9,39.34,31.34,993.85,22.96,93.98
2022-07-11,0.2,38.26,31.2,995.3,14.95,85.9
2022-07-12,248.96,36.39,25.02,983.0,77.82,100.0
2022-07-13,2.94,38.21,28.87,995.07,16.56,89.61
2022-07-14,190.97,40.89,32.43,984.41,55.09,100.0
2022-07-15,16.62,35.21,27.66,995.43,18.42,84.52
2022-07-16,7.32,41.86,31.35,997.24,18.76,84.24
2022-07-17,77.12,36.49,24.59,992.84,30.7,100.0
2022-07-18,233.12,42.11,32.17,985.16,70.73,100.0
2022-07-19,26.53,42.47,35.11,993.68,18.96,87.66
2022-07-20,13.03,38.76,29.22,996.92,14.42,89.94
2022-07-21,5.15,40.01,31.99,995.76,12.33,87.16
2022-07-22,8.48,37.87,30.29,994.74,13.38,84.45
2022-07-23,167.16,40.25,34.13,985.44,57.17,100.0
2022-07-24,228.67,42.31,32.7,982.24,73.0,100.0
2022-07-25,89.44,40.62,31.22,989.38,34.91,100.0
2022-07-26,17.74,43.33,32.66,992.91,18.74,94.81
2022-07-27,54.64,39.55,31.87,993.37,23.34,96.19
2022-07-28,7.38,40.6,30.9,997.41,8.69,81.39
2022-07-29,69.18,36.66,27.67,990.42,35.06,88.67
2022-07-30,4.22,38.95,32.56,994.89,13.81,90.78
2022-07-31,27.59,39.78,31.45,997.32,25.35,83.7
2022-08-01,19.12,40.38,33.57,994.96,14.45,92.47
2022-08-02,0.52,42.49,35.28,997.15,14.51,74.25
2022-08-03,5.29,38.84,31.61,994.97,13.71,85.92
2022-08-04,0.81,41.09,29.65,994.46,15.85,88.6
2022-08-05,10.6,41.34,30.99,994.44,16.75,83.37
2022-08-06,34.35,39.63,30.56,992.75,25.18,90.28
2022-08-07,17.98,43.82,35.82,995.56,16.91,91.28
2022-08-08,22.12,37.04,29.44,994.27,21.51,87.9
2022-08-09,0.33,43.24,36.73,995.99,17.54,87.91
2022-08-10,30.96,36.35,28.49,993.12,15.24,86.74
2022-08-11,15.85,45.86,34.88,994.49,15.07,77.1
